index_code,date,open,close,low,high,volume,money,change,label
sh000001,33924.0000 ,402.0200 ,399.3200 ,397.6300 ,415.6400 ,107074000.0000 ,67165800.0000 ,-0.0357 ,399.0800 
sh000001,33925.0000 ,390.0900 ,393.5200 ,386.8500 ,399.0800 ,100762000.0000 ,67791600.0000 ,-0.0145 ,407.6100 
sh000001,33926.0000 ,400.0100 ,407.6100 ,389.5900 ,407.6100 ,93285000.0000 ,59699500.0000 ,0.0358 ,412.2300 
sh000001,33927.0000 ,409.6100 ,398.9500 ,395.1600 ,412.2300 ,115030000.0000 ,76385000.0000 ,-0.0212 ,401.4400 
sh000001,33928.0000 ,394.9000 ,401.4400 ,394.3100 ,401.4400 ,86477000.0000 ,55774200.0000 ,0.0062 ,410.5700 
sh000001,33931.0000 ,404.0500 ,410.3900 ,401.8200 ,410.5700 ,133314000.0000 ,91610700.0000 ,0.0223 ,448.4400 
sh000001,33932.0000 ,414.8400 ,440.0400 ,410.8100 ,448.4400 ,175095000.0000 ,125235000.0000 ,0.0722 ,571.6300 
sh000001,33933.0000 ,485.1600 ,571.6300 ,441.5400 ,571.6300 ,302928000.0000 ,264883600.0000 ,0.2990 ,752.3200 
sh000001,33934.0000 ,674.7400 ,562.0100 ,562.0100 ,752.3200 ,387633000.0000 ,451184700.0000 ,-0.0168 ,682.4000 
sh000001,33935.0000 ,593.6800 ,637.6700 ,490.5400 ,682.4000 ,266915000.0000 ,303435900.0000 ,0.1346 ,727.1300 
sh000001,33938.0000 ,682.0800 ,724.6000 ,637.6700 ,727.1300 ,370655000.0000 ,466139400.0000 ,0.1363 ,749.8900 
sh000001,33939.0000 ,718.9900 ,716.7400 ,713.8500 ,749.8900 ,215404000.0000 ,262537100.0000 ,-0.0108 ,722.2000 
sh000001,33940.0000 ,694.8800 ,722.2000 ,690.6300 ,722.2000 ,181421000.0000 ,232763900.0000 ,0.0076 ,826.0600 
sh000001,33941.0000 ,760.6500 ,808.2000 ,739.0300 ,826.0600 ,301014000.0000 ,444369500.0000 ,0.1191 ,841.0200 
sh000001,33942.0000 ,833.2300 ,807.0200 ,807.0200 ,841.0200 ,305753000.0000 ,461615500.0000 ,-0.0015 ,803.1200 
sh000001,33945.0000 ,765.8700 ,793.2500 ,757.3400 ,803.1200 ,250742000.0000 ,339071300.0000 ,-0.0171 ,811.5700 
sh000001,33946.0000 ,796.6300 ,753.9400 ,743.9000 ,811.5700 ,433660000.0000 ,596425600.0000 ,-0.0496 ,752.8900 
sh000001,33947.0000 ,737.9400 ,676.4500 ,661.6600 ,752.8900 ,276204000.0000 ,342674200.0000 ,-0.1028 ,693.4100 
sh000001,33948.0000 ,668.4600 ,625.2300 ,592.7800 ,693.4100 ,227439000.0000 ,258176400.0000 ,-0.0757 ,735.6200 
sh000001,33949.0000 ,664.6100 ,722.2800 ,628.9100 ,735.6200 ,307490000.0000 ,372690500.0000 ,0.1552 ,748.1900 
sh000001,33952.0000 ,741.0600 ,705.0700 ,668.0700 ,748.1900 ,188141000.0000 ,231872200.0000 ,-0.0238 ,713.9000 
sh000001,33953.0000 ,699.8300 ,682.2400 ,682.2400 ,713.9000 ,141703000.0000 ,166198300.0000 ,-0.0324 ,690.2500 
sh000001,33954.0000 ,671.4500 ,685.8200 ,663.1700 ,690.2500 ,121331000.0000 ,135191500.0000 ,0.0052 ,707.8200 
sh000001,33955.0000 ,689.1400 ,707.8200 ,685.6500 ,707.8200 ,116802000.0000 ,150199600.0000 ,0.0321 ,721.2600 
sh000001,33956.0000 ,715.7200 ,698.1300 ,690.4500 ,721.2600 ,102336000.0000 ,142493100.0000 ,-0.0137 ,731.6800 
sh000001,33959.0000 ,709.8700 ,731.6800 ,697.7000 ,731.6800 ,277037000.0000 ,411629000.0000 ,0.0481 ,731.9000 
sh000001,33960.0000 ,731.5800 ,725.7800 ,724.7400 ,731.9000 ,183322000.0000 ,233273300.0000 ,-0.0081 ,736.2700 
sh000001,33961.0000 ,723.8400 ,732.0500 ,721.4400 ,736.2700 ,113159000.0000 ,138606900.0000 ,0.0086 ,758.5900 
sh000001,33962.0000 ,731.5500 ,758.5900 ,731.3100 ,758.5900 ,166752000.0000 ,217228600.0000 ,0.0363 ,781.3600 
sh000001,33963.0000 ,768.6800 ,764.2800 ,761.8900 ,781.3600 ,261687000.0000 ,366033300.0000 ,0.0075 ,772.2900 
sh000001,33966.0000 ,764.4300 ,757.3100 ,756.8900 ,772.2900 ,152167000.0000 ,178234900.0000 ,-0.0091 ,769.6100 
sh000001,33967.0000 ,759.5400 ,768.9100 ,754.5400 ,769.6100 ,149864000.0000 ,187126000.0000 ,0.0153 ,777.4300 
sh000001,33968.0000 ,775.0700 ,767.5200 ,767.0700 ,777.4300 ,152735000.0000 ,194586500.0000 ,-0.0018 ,784.0300 
sh000001,33969.0000 ,765.8600 ,780.3900 ,765.4100 ,784.0300 ,135511000.0000 ,180355100.0000 ,0.0168 ,816.6400 
sh000001,33973.0000 ,784.1300 ,814.0400 ,777.1600 ,816.6400 ,183850000.0000 ,263005200.0000 ,0.0431 ,859.1900 
sh000001,33974.0000 ,813.3400 ,858.7200 ,817.2100 ,859.1900 ,340098000.0000 ,495873700.0000 ,0.0549 ,883.4200 
sh000001,33975.0000 ,881.0000 ,847.4400 ,843.1600 ,883.4200 ,402871000.0000 ,543263400.0000 ,-0.0131 ,868.9700 
sh000001,33976.0000 ,855.8000 ,868.9700 ,849.5300 ,868.9700 ,268447000.0000 ,353814500.0000 ,0.0254 ,893.8600 
sh000001,33977.0000 ,882.5700 ,889.4700 ,878.3300 ,893.8600 ,373432000.0000 ,606896200.0000 ,0.0236 ,977.4200 
sh000001,33980.0000 ,913.4400 ,977.4200 ,901.4700 ,977.4200 ,638851000.0000 ,902280900.0000 ,0.0989 ,1028.4300 
sh000001,33981.0000 ,1001.9300 ,987.2600 ,982.1500 ,1028.4300 ,624399000.0000 ,860616600.0000 ,0.0101 ,1024.0500 
sh000001,33982.0000 ,996.4100 ,1024.0500 ,973.3000 ,1024.0500 ,395307000.0000 ,552202100.0000 ,0.0373 ,1088.6000 
sh000001,33983.0000 ,1053.9100 ,1086.4300 ,1036.0300 ,1088.6000 ,638404000.0000 ,936366200.0000 ,0.0609 ,1099.8300 
sh000001,33984.0000 ,1083.6000 ,1063.7600 ,1054.4600 ,1099.8300 ,466303000.0000 ,698121200.0000 ,-0.0209 ,1078.0300 
sh000001,33987.0000 ,1067.9800 ,1055.3200 ,1052.8000 ,1078.0300 ,338369000.0000 ,496584100.0000 ,-0.0079 ,1064.0800 
sh000001,33988.0000 ,1053.5200 ,991.8300 ,991.8300 ,1064.0800 ,332610000.0000 ,587916300.0000 ,-0.0602 ,1050.1100 
sh000001,33989.0000 ,990.0900 ,1043.3100 ,984.7400 ,1050.1100 ,258376000.0000 ,388841900.0000 ,0.0519 ,1077.8200 
sh000001,33990.0000 ,1051.6000 ,1074.2600 ,1046.1800 ,1077.8200 ,301864000.0000 ,466199000.0000 ,0.0297 ,1109.5900 
sh000001,33991.0000 ,1074.3600 ,1100.3100 ,1073.6400 ,1109.5900 ,325643000.0000 ,497124500.0000 ,0.0242 ,1162.4400 
sh000001,33996.0000 ,1126.3700 ,1162.4400 ,1113.5700 ,1162.4400 ,472632000.0000 ,764462800.0000 ,0.0565 ,1186.2100 
sh000001,33997.0000 ,1182.3900 ,1150.3700 ,1146.9000 ,1186.2100 ,460101000.0000 ,772350200.0000 ,-0.0104 ,1198.4800 
sh000001,33998.0000 ,1156.8400 ,1198.4800 ,1140.2400 ,1198.4800 ,520097000.0000 ,753545400.0000 ,0.0418 ,1278.5000 
sh000001,34001.0000 ,1242.3500 ,1278.5000 ,1222.1800 ,1278.5000 ,683441000.0000 ,1288016300.0000 ,0.0668 ,1325.2400 
sh000001,34002.0000 ,1292.4000 ,1310.5800 ,1291.9900 ,1325.2400 ,614413000.0000 ,1186359100.0000 ,0.0251 ,1326.1900 
sh000001,34003.0000 ,1321.6300 ,1300.5600 ,1265.7000 ,1326.1900 ,560566000.0000 ,1007197900.0000 ,-0.0076 ,1371.5800 
sh000001,34004.0000 ,1323.1300 ,1371.5800 ,1297.4600 ,1371.5800 ,556916000.0000 ,1114135600.0000 ,0.0546 ,1404.6400 
sh000001,34005.0000 ,1371.3400 ,1332.9600 ,1325.8500 ,1404.6400 ,651564000.0000 ,1385290800.0000 ,-0.0282 ,1393.3400 
sh000001,34008.0000 ,1339.5900 ,1393.1700 ,1334.1900 ,1393.3400 ,622541000.0000 ,1134661100.0000 ,0.0452 ,1483.5200 
sh000001,34009.0000 ,1427.3300 ,1474.9200 ,1426.4800 ,1483.5200 ,764792000.0000 ,1635836000.0000 ,0.0587 ,1528.5100 
sh000001,34010.0000 ,1500.5200 ,1454.4600 ,1448.0700 ,1528.5100 ,788796000.0000 ,1776944100.0000 ,-0.0139 ,1497.0100 
sh000001,34011.0000 ,1495.9200 ,1397.3800 ,1364.6700 ,1497.0100 ,731658000.0000 ,1362061200.0000 ,-0.0392 ,1458.7600 
sh000001,34012.0000 ,1378.2000 ,1458.7600 ,1352.2700 ,1458.7600 ,853779000.0000 ,1160274700.0000 ,0.0439 ,1536.8200 
sh000001,34015.0000 ,1544.1000 ,1536.8200 ,1499.1000 ,1536.8200 ,716437000.0000 ,1598791300.0000 ,0.0535 ,1558.9500 
sh000001,34016.0000 ,1555.1500 ,1513.4800 ,1504.3600 ,1558.9500 ,493707000.0000 ,1218624500.0000 ,-0.0152 ,1533.5800 
sh000001,34017.0000 ,1515.2500 ,1504.0000 ,1502.8800 ,1533.5800 ,374017000.0000 ,956165300.0000 ,-0.0063 ,1538.6100 
sh000001,34018.0000 ,1503.7200 ,1508.2200 ,1497.7900 ,1538.6100 ,442316000.0000 ,997229100.0000 ,0.0028 ,1514.4600 
sh000001,34019.0000 ,1471.5600 ,1499.7400 ,1441.0700 ,1514.4600 ,504569000.0000 ,1482042900.0000 ,-0.0056 ,1527.1300 
sh000001,34022.0000 ,1487.8400 ,1456.2900 ,1453.3100 ,1527.1300 ,477999000.0000 ,941933200.0000 ,-0.0290 ,1466.0700 
sh000001,34023.0000 ,1420.6300 ,1367.3600 ,1346.1500 ,1466.0700 ,471463000.0000 ,992926000.0000 ,-0.0611 ,1346.4800 
sh000001,34024.0000 ,1310.0400 ,1264.9600 ,1196.4700 ,1346.4800 ,720960000.0000 ,1506185200.0000 ,-0.0749 ,1421.3500 
sh000001,34025.0000 ,1271.2000 ,1410.3600 ,1261.7600 ,1421.3500 ,595583000.0000 ,1400826300.0000 ,0.1149 ,1444.0500 
sh000001,34026.0000 ,1436.9900 ,1339.8800 ,1320.8900 ,1444.0500 ,650262000.0000 ,1613234400.0000 ,-0.0500 ,1339.1000 
sh000001,34029.0000 ,1328.2200 ,1199.7300 ,1199.7300 ,1339.1000 ,425901000.0000 ,891107200.0000 ,-0.1046 ,1285.1700 
sh000001,34030.0000 ,1207.5700 ,1245.1100 ,1186.3400 ,1285.1700 ,399956000.0000 ,858824200.0000 ,0.0378 ,1267.5400 
sh000001,34031.0000 ,1263.7400 ,1231.7700 ,1220.0300 ,1267.5400 ,193539000.0000 ,378409800.0000 ,-0.0107 ,1244.6500 
sh000001,34032.0000 ,1231.9200 ,1159.1300 ,1131.2900 ,1244.6500 ,277967000.0000 ,529912400.0000 ,-0.0590 ,1180.5800 
sh000001,34033.0000 ,1116.4100 ,1109.5400 ,1026.1800 ,1180.5800 ,484992000.0000 ,919757100.0000 ,-0.0428 ,1325.4900 
sh000001,34036.0000 ,1133.5200 ,1209.6500 ,1133.4600 ,1325.4900 ,759314000.0000 ,1862036600.0000 ,0.0902 ,1209.6600 
sh000001,34037.0000 ,1160.1300 ,1137.7900 ,1129.8100 ,1209.6600 ,391658000.0000 ,861924200.0000 ,-0.0594 ,1190.3300 
sh000001,34038.0000 ,1099.5200 ,1188.9700 ,1089.3600 ,1190.3300 ,301790000.0000 ,691215600.0000 ,0.0450 ,1261.8000 
sh000001,34039.0000 ,1219.4700 ,1261.8000 ,1196.2500 ,1261.8000 ,448178000.0000 ,1060954100.0000 ,0.0613 ,1286.0700 
sh000001,34040.0000 ,1280.3700 ,1236.3700 ,1231.3900 ,1286.0700 ,402110000.0000 ,970839400.0000 ,-0.0202 ,1241.0400 
sh000001,34043.0000 ,1226.6600 ,1171.7300 ,1171.7300 ,1241.0400 ,256755000.0000 ,488143500.0000 ,-0.0523 ,1222.5500 
sh000001,34044.0000 ,1167.9100 ,1222.5500 ,1155.1000 ,1222.5500 ,243174000.0000 ,435521900.0000 ,0.0434 ,1239.3300 
sh000001,34045.0000 ,1238.8000 ,1202.8500 ,1193.5900 ,1239.3300 ,165707000.0000 ,297425600.0000 ,-0.0161 ,1206.5900 
sh000001,34046.0000 ,1203.2000 ,1184.4800 ,1171.4300 ,1206.5900 ,176715000.0000 ,295856000.0000 ,-0.0153 ,1207.5600 
sh000001,34047.0000 ,1188.3700 ,1174.9900 ,1171.7300 ,1207.5600 ,263663000.0000 ,418083100.0000 ,-0.0080 ,1179.0500 
sh000001,34050.0000 ,1148.2900 ,1036.9200 ,1036.9200 ,1179.0500 ,377138000.0000 ,620035600.0000 ,-0.1175 ,1035.6300 
sh000001,34051.0000 ,1035.6000 ,971.2500 ,958.4200 ,1035.6300 ,350248000.0000 ,520750000.0000 ,-0.0633 ,996.5800 
sh000001,34052.0000 ,965.5800 ,956.9700 ,956.9700 ,996.5800 ,220169000.0000 ,296481100.0000 ,-0.0147 ,965.9600 
sh000001,34053.0000 ,963.5300 ,945.4200 ,913.7400 ,965.9600 ,219465000.0000 ,299417400.0000 ,-0.0121 ,1039.7600 
sh000001,34054.0000 ,969.2400 ,1039.7600 ,945.9300 ,1039.7600 ,512568000.0000 ,728573200.0000 ,0.0998 ,1047.8800 
sh000001,34057.0000 ,1008.4000 ,970.4500 ,961.4900 ,1047.8800 ,244217000.0000 ,340547000.0000 ,-0.0667 ,992.1100 
sh000001,34058.0000 ,973.0800 ,958.0500 ,958.0500 ,992.1100 ,271616000.0000 ,305391100.0000 ,-0.0128 ,957.9400 
sh000001,34059.0000 ,953.2900 ,925.9100 ,918.4000 ,957.9400 ,235056000.0000 ,286447800.0000 ,-0.0335 ,949.7700 
sh000001,34060.0000 ,921.5900 ,947.2300 ,915.5900 ,949.7700 ,138294000.0000 ,198180600.0000 ,0.0230 ,968.0500 
sh000001,34061.0000 ,953.5100 ,944.0100 ,940.5500 ,968.0500 ,184978000.0000 ,266862100.0000 ,-0.0034 ,947.9000 
sh000001,34064.0000 ,945.5800 ,947.8700 ,924.4900 ,947.9000 ,180060000.0000 ,169059800.0000 ,0.0041 ,1064.8700 
sh000001,34065.0000 ,949.8100 ,1059.6200 ,949.0500 ,1064.8700 ,538943000.0000 ,707362600.0000 ,0.1179 ,1158.7400 
sh000001,34066.0000 ,1108.6400 ,1099.6200 ,1076.4500 ,1158.7400 ,1019684000.0000 ,1727397300.0000 ,0.0377 ,1237.0700 
sh000001,34067.0000 ,1099.6200 ,1238.8700 ,1099.6200 ,1237.0700 ,1044269000.0000 ,1807168000.0000 ,0.1266 ,1340.9100 
sh000001,34068.0000 ,1322.0700 ,1243.0200 ,1236.4600 ,1340.9100 ,1069085000.0000 ,1965253200.0000 ,0.0033 ,1276.4100 
sh000001,34071.0000 ,1254.6200 ,1203.5400 ,1195.5700 ,1276.4100 ,638958000.0000 ,1210578600.0000 ,-0.0318 ,1297.8400 
sh000001,34072.0000 ,1204.7500 ,1297.3600 ,1201.0700 ,1297.8400 ,668121000.0000 ,1330795900.0000 ,0.0780 ,1341.1900 
sh000001,34073.0000 ,1304.3300 ,1272.3900 ,1247.8300 ,1341.1900 ,880809000.0000 ,1890574100.0000 ,-0.0192 ,1298.3400 
sh000001,34074.0000 ,1265.3000 ,1278.8400 ,1255.9400 ,1298.3400 ,597305000.0000 ,1191252300.0000 ,0.0051 ,1287.0800 
sh000001,34075.0000 ,1282.7900 ,1214.7500 ,1211.8300 ,1287.0800 ,651470000.0000 ,1327288500.0000 ,-0.0501 ,1241.8600 
sh000001,34078.0000 ,1203.8500 ,1223.2200 ,1185.7600 ,1241.8600 ,478577000.0000 ,879194800.0000 ,0.0070 ,1257.1000 
sh000001,34079.0000 ,1257.1000 ,1235.5200 ,1233.7200 ,1257.1000 ,450074000.0000 ,941172000.0000 ,0.0101 ,1243.4700 
sh000001,34080.0000 ,1234.7100 ,1222.5600 ,1220.0900 ,1243.4700 ,280275000.0000 ,496725100.0000 ,-0.0105 ,1267.3500 
sh000001,34081.0000 ,1227.1000 ,1267.3500 ,1220.2700 ,1267.3500 ,344892000.0000 ,701231000.0000 ,0.0366 ,1295.7600 
sh000001,34082.0000 ,1288.5100 ,1260.2500 ,1255.8700 ,1295.7600 ,556849000.0000 ,1176186600.0000 ,-0.0056 ,1345.7300 
sh000001,34085.0000 ,1298.9200 ,1345.6100 ,1282.5400 ,1345.7300 ,774385000.0000 ,1926985100.0000 ,0.0677 ,1391.4200 
sh000001,34086.0000 ,1379.4300 ,1363.4400 ,1360.8300 ,1391.4200 ,911528000.0000 ,2046093900.0000 ,0.0133 ,1382.8300 
sh000001,34087.0000 ,1371.1000 ,1372.5000 ,1357.9100 ,1382.8300 ,688094000.0000 ,1321925600.0000 ,0.0066 ,1392.6200 
sh000001,34088.0000 ,1377.0400 ,1349.6800 ,1348.3800 ,1392.6200 ,502554000.0000 ,1018377000.0000 ,-0.0166 ,1363.1100 
sh000001,34089.0000 ,1341.5400 ,1358.7800 ,1336.5900 ,1363.1100 ,399490000.0000 ,797397300.0000 ,0.0067 ,1380.5000 
sh000001,34092.0000 ,1365.1500 ,1352.2400 ,1349.9800 ,1380.5000 ,595189000.0000 ,1049649600.0000 ,-0.0048 ,1365.9200 
sh000001,34093.0000 ,1352.0800 ,1241.1600 ,1234.5500 ,1365.9200 ,712924000.0000 ,1645647900.0000 ,-0.0821 ,1273.1300 
sh000001,34094.0000 ,1232.6500 ,1246.8200 ,1204.0600 ,1273.1300 ,460096000.0000 ,936945000.0000 ,0.0046 ,1250.3900 
sh000001,34095.0000 ,1250.3900 ,1162.9200 ,1151.4900 ,1250.3900 ,465678000.0000 ,938699600.0000 ,-0.0673 ,1210.7800 
sh000001,34096.0000 ,1194.2600 ,1199.8100 ,1159.1600 ,1210.7800 ,432208000.0000 ,857568700.0000 ,0.0317 ,1221.9800 
sh000001,34099.0000 ,1216.7200 ,1128.2900 ,1110.9400 ,1221.9800 ,397381000.0000 ,765991800.0000 ,-0.0596 ,1138.4900 
sh000001,34100.0000 ,1124.8500 ,1136.7400 ,1107.6600 ,1138.4900 ,241421000.0000 ,430077200.0000 ,0.0075 ,1160.5100 
sh000001,34101.0000 ,1138.5200 ,1140.1900 ,1133.9300 ,1160.5100 ,248629000.0000 ,488317400.0000 ,0.0030 ,1177.2800 
sh000001,34102.0000 ,1140.2100 ,1177.2800 ,1140.2100 ,1177.2800 ,193316000.0000 ,357621700.0000 ,0.0325 ,1201.4400 
sh000001,34103.0000 ,1180.4600 ,1167.4700 ,1161.1900 ,1201.4400 ,257025000.0000 ,489705100.0000 ,-0.0083 ,1162.0700 
sh000001,34106.0000 ,1162.0700 ,1140.0400 ,1097.6100 ,1162.0700 ,194832000.0000 ,333078600.0000 ,-0.0235 ,1148.3400 
sh000001,34107.0000 ,1140.0400 ,1130.2600 ,1128.7500 ,1148.3400 ,194902000.0000 ,331719500.0000 ,-0.0086 ,1147.2200 
sh000001,34108.0000 ,1129.1000 ,1147.2200 ,1127.4300 ,1147.2200 ,117362000.0000 ,192081500.0000 ,0.0150 ,1175.2000 
sh000001,34109.0000 ,1148.5600 ,1165.4000 ,1148.5600 ,1175.2000 ,243879000.0000 ,400856000.0000 ,0.0158 ,1178.5400 
sh000001,34110.0000 ,1177.3000 ,1143.9700 ,1133.2000 ,1178.5400 ,153564000.0000 ,246662100.0000 ,-0.0184 ,1143.9700 
sh000001,34113.0000 ,1136.2900 ,1026.1300 ,1024.6900 ,1143.9700 ,386972000.0000 ,579288700.0000 ,-0.1030 ,1020.3200 
sh000001,34114.0000 ,1020.3200 ,997.9500 ,965.2900 ,1020.3200 ,301064000.0000 ,475956600.0000 ,-0.0275 ,1008.5500 
sh000001,34115.0000 ,1003.8900 ,995.4500 ,992.9400 ,1008.5500 ,202565000.0000 ,314099600.0000 ,-0.0025 ,1001.6300 
sh000001,34116.0000 ,1001.1900 ,963.6100 ,942.2100 ,1001.6300 ,253022000.0000 ,317362900.0000 ,-0.0320 ,980.9600 
sh000001,34117.0000 ,962.2100 ,972.7700 ,959.2500 ,980.9600 ,218419000.0000 ,315795600.0000 ,0.0095 ,980.0300 
sh000001,34120.0000 ,975.0500 ,935.4800 ,930.6400 ,980.0300 ,341908000.0000 ,306805800.0000 ,-0.0383 ,935.9000 
sh000001,34121.0000 ,935.9000 ,928.5800 ,859.4800 ,935.9000 ,275858000.0000 ,314435700.0000 ,-0.0074 ,1081.2000 
sh000001,34122.0000 ,958.6100 ,1081.2000 ,904.3200 ,1081.2000 ,998846000.0000 ,1628528300.0000 ,0.1644 ,1177.9100 
sh000001,34123.0000 ,1102.0800 ,1018.2900 ,961.3200 ,1177.9100 ,1103748000.0000 ,2173711800.0000 ,-0.0582 ,1031.0300 
sh000001,34124.0000 ,1024.7400 ,1004.3000 ,981.8900 ,1031.0300 ,501040000.0000 ,851142200.0000 ,-0.0137 ,1068.8400 
sh000001,34127.0000 ,1006.2600 ,1064.9800 ,982.0300 ,1068.8400 ,449563000.0000 ,814523400.0000 ,0.0604 ,1101.6900 
sh000001,34128.0000 ,1094.1100 ,1074.5800 ,1054.3100 ,1101.6900 ,1012363000.0000 ,1900171900.0000 ,0.0090 ,1081.1800 
sh000001,34129.0000 ,1071.3300 ,1065.1900 ,1053.3200 ,1081.1800 ,454705000.0000 ,678490200.0000 ,-0.0087 ,1070.0600 
sh000001,34130.0000 ,1069.3600 ,1044.4400 ,1040.3800 ,1070.0600 ,323044000.0000 ,579510700.0000 ,-0.0195 ,1052.5600 
sh000001,34131.0000 ,1043.9400 ,1047.0000 ,1024.2000 ,1052.5600 ,279582000.0000 ,480182000.0000 ,0.0025 ,1046.0700 
sh000001,34134.0000 ,1046.0700 ,1000.4300 ,990.1600 ,1046.0700 ,421872000.0000 ,806081800.0000 ,-0.0445 ,1002.9600 
sh000001,34135.0000 ,998.7000 ,1001.6100 ,981.8400 ,1002.9600 ,233735000.0000 ,373596600.0000 ,0.0012 ,1013.8100 
sh000001,34136.0000 ,1004.4000 ,1004.2400 ,997.3300 ,1013.8100 ,150297000.0000 ,253329600.0000 ,0.0026 ,1016.2300 
sh000001,34137.0000 ,998.2100 ,998.0000 ,998.0000 ,1016.2300 ,134334000.0000 ,211535300.0000 ,-0.0062 ,1007.2500 
sh000001,34138.0000 ,994.2000 ,1005.9800 ,989.2100 ,1007.2500 ,148634000.0000 ,241336400.0000 ,0.0080 ,1003.9800 
sh000001,34141.0000 ,1003.9800 ,977.6100 ,967.7400 ,1003.9800 ,175266000.0000 ,270902200.0000 ,-0.0282 ,987.0700 
sh000001,34142.0000 ,972.1000 ,981.1300 ,971.6300 ,987.0700 ,163053000.0000 ,127836800.0000 ,0.0036 ,991.2100 
sh000001,34143.0000 ,981.4000 ,986.0200 ,980.5300 ,991.2100 ,136034000.0000 ,109287800.0000 ,0.0050 ,993.8000 
sh000001,34144.0000 ,985.6200 ,980.1700 ,974.1700 ,993.8000 ,137405000.0000 ,134036900.0000 ,-0.0059 ,1041.2200 
sh000001,34145.0000 ,979.9300 ,1006.6400 ,979.9300 ,1041.2200 ,224396000.0000 ,297413100.0000 ,0.0270 ,1010.5200 
sh000001,34148.0000 ,1006.6300 ,1002.4200 ,983.9700 ,1010.5200 ,328364000.0000 ,484217700.0000 ,-0.0042 ,1037.4900 
sh000001,34149.0000 ,1008.2300 ,1028.4400 ,1002.6100 ,1037.4900 ,832428000.0000 ,1457107900.0000 ,0.0260 ,1043.0500 
sh000001,34150.0000 ,1037.8900 ,1007.0500 ,1003.8600 ,1043.0500 ,580651000.0000 ,1099510200.0000 ,-0.0208 ,1009.8900 
sh000001,34151.0000 ,1000.8000 ,997.5300 ,980.0500 ,1009.8900 ,399043000.0000 ,636201700.0000 ,-0.0095 ,1002.8700 
sh000001,34152.0000 ,995.7000 ,986.9800 ,986.9800 ,1002.8700 ,264050000.0000 ,372539400.0000 ,-0.0106 ,980.9200 
sh000001,34155.0000 ,976.6700 ,952.3100 ,946.8700 ,980.9200 ,286417000.0000 ,436289400.0000 ,-0.0351 ,938.4200 
sh000001,34156.0000 ,938.4200 ,897.6400 ,895.6900 ,938.4200 ,326224000.0000 ,474771400.0000 ,-0.0574 ,909.9300 
sh000001,34157.0000 ,897.2200 ,903.7900 ,869.6500 ,909.9300 ,233996000.0000 ,324469300.0000 ,0.0069 ,909.1100 
sh000001,34158.0000 ,904.4600 ,896.1600 ,895.6200 ,909.1100 ,120236000.0000 ,162379200.0000 ,-0.0084 ,896.2400 
sh000001,34159.0000 ,896.1600 ,868.5700 ,865.3100 ,896.2400 ,174936000.0000 ,229739000.0000 ,-0.0308 ,855.5000 
sh000001,34162.0000 ,855.5000 ,845.5200 ,828.5500 ,855.5000 ,433849000.0000 ,529178300.0000 ,-0.0265 ,870.0500 
sh000001,34163.0000 ,853.6600 ,870.0500 ,853.6600 ,870.0500 ,284326000.0000 ,376501300.0000 ,0.0290 ,870.0500 
sh000001,34164.0000 ,870.0500 ,836.3900 ,833.0800 ,870.0500 ,308157000.0000 ,469981400.0000 ,-0.0387 ,847.3000 
sh000001,34165.0000 ,833.8900 ,838.7000 ,830.6100 ,847.3000 ,179234000.0000 ,224503600.0000 ,0.0028 ,849.6600 
sh000001,34166.0000 ,841.6200 ,846.8700 ,839.2800 ,849.6600 ,190163000.0000 ,269163200.0000 ,0.0097 ,849.0400 
sh000001,34169.0000 ,846.8700 ,836.9800 ,836.7100 ,849.0400 ,336058000.0000 ,236299400.0000 ,-0.0117 ,838.3400 
sh000001,34170.0000 ,835.7900 ,808.2100 ,803.2200 ,838.3400 ,194281000.0000 ,242551600.0000 ,-0.0344 ,820.0700 
sh000001,34171.0000 ,809.5300 ,811.7400 ,808.2000 ,820.0700 ,162937000.0000 ,123306400.0000 ,0.0044 ,815.5300 
sh000001,34172.0000 ,812.1000 ,815.5300 ,804.1000 ,815.5300 ,148959000.0000 ,97550100.0000 ,0.0047 ,818.5500 
sh000001,34173.0000 ,816.0800 ,813.5400 ,811.4700 ,818.5500 ,202724000.0000 ,141189500.0000 ,-0.0024 ,810.0700 
sh000001,34176.0000 ,810.0700 ,787.8100 ,787.8000 ,810.0700 ,245459000.0000 ,207633400.0000 ,-0.0316 ,798.8500 
sh000001,34177.0000 ,788.1900 ,791.6200 ,777.7300 ,798.8500 ,148110000.0000 ,170851600.0000 ,0.0048 ,818.0600 
sh000001,34178.0000 ,792.8800 ,798.3300 ,791.2300 ,818.0600 ,439473000.0000 ,498868400.0000 ,0.0085 ,810.6300 
sh000001,34179.0000 ,801.1600 ,806.6700 ,801.1600 ,810.6300 ,259667000.0000 ,250169300.0000 ,0.0104 ,901.1200 
sh000001,34180.0000 ,810.0900 ,881.0700 ,810.0900 ,901.1200 ,1222136000.0000 ,1433113700.0000 ,0.0922 ,913.1500 
sh000001,34183.0000 ,885.3100 ,843.2700 ,842.3500 ,913.1500 ,1327101000.0000 ,1448179700.0000 ,-0.0429 ,853.3500 
sh000001,34184.0000 ,842.2900 ,832.7200 ,830.6700 ,853.3500 ,307480000.0000 ,358107600.0000 ,-0.0125 ,855.8600 
sh000001,34185.0000 ,833.4000 ,850.5400 ,823.0000 ,855.8600 ,343278000.0000 ,270618200.0000 ,0.0214 ,863.9400 
